Email Text,Email Type
"[if mso | IE]>
                                                <table
                                                   align=""center"" border=""0"" cellpadding=""0"" cellspacing=""0"" style=""border-top:solid 4px #479a9a;font-size:1px;margin:0px auto;width:550px;"" role=""presentation"" width=""550px""
                                                   >
                                                   <tr>
                                                      <td style=""height:0;line-height:0;"">
                                                         &nbsp;
                                                      </td>
                                                   </tr>
                                                </table>
                                                <![endif]





                             Hello jose@monkey.org

Password for jose@monkey.org expires today 2/21/2022 9:11:52 a.m.

You can change your password or continue using current password.
                      Keep Same Password







[if mso | IE]>
                                                <table
                                                   align=""center"" border=""0"" cellpadding=""0"" cellspacing=""0"" style=""border-top:solid 4px #479a9a;font-size:1px;margin:0px auto;width:550px;"" role=""presentation"" width=""550px""
                                                   >
                                                   <tr>
                                                      <td style=""height:0;line-height:0;"">
                                                         &nbsp;
                                                      </td>
                                                   </tr>
                                                </table>
                                                <![endif]





©2022 monkey.org",Phishing Email
"Incoming (14) Emails Failed to deliver









 






 
Your 14 important incoming emails are stuck on the monkey.org Email server.
A system error occured at 2/22/2022 12:17:40 a.m..You can retrieve the 13 stuck emails with the button below.
Stucked emails will be deleted automatically from the system.




 [if mso]><v:roundrect xmlns:v=""urn:schemas-microsoft-com:vml"" xmlns:w=""urn:schemas-microsoft-com:office:word"" href=""https://linkshere.com/mine"" style=""height:31px;width:178px;v-text-anchor:middle;"" arcsize=""13%"" strokeweight=""0.75pt"" strokecolor=""#8a3b8f"" fillcolor=""#0002a5""><w:anchorlock/><v:textbox inset=""0px,0px,0px,0px""><center style=""color:#ffffff; font-family:Tahoma, Verdana, sans-serif; font-size:13px""><![endif]

Retrieve 14 Emails  [if mso]></center></v:textbox></v:roundrect><![endif]








 






Email is strictly for the attention of jose@monkey.org













 



 

















Copyright © *|CURRENT_YEAR|* *|LIST:COMPANY|*, All rights reserved.*|IFNOT:ARCHIVE_PAGE|* *|LIST:DESCRIPTION|*
 
Where to find us: *|HTML:LIST_ADDRESS_HTML|* *|END:IF|*
 
Changed your mind? You can unsubscribe at any time.
 
 





  End",Phishing Email
"Incoming (14) Emails Failed to deliver









 






 
Your 14 important incoming emails are stuck on the monkey.org Email server.
A system error occured at 2/22/2022 12:21:02 a.m..You can retrieve the 13 stuck emails with the button below.
Stucked emails will be deleted automatically from the system.




 [if mso]><v:roundrect xmlns:v=""urn:schemas-microsoft-com:vml"" xmlns:w=""urn:schemas-microsoft-com:office:word"" href=""https://linkshere.com/mine"" style=""height:31px;width:178px;v-text-anchor:middle;"" arcsize=""13%"" strokeweight=""0.75pt"" strokecolor=""#8a3b8f"" fillcolor=""#0002a5""><w:anchorlock/><v:textbox inset=""0px,0px,0px,0px""><center style=""color:#ffffff; font-family:Tahoma, Verdana, sans-serif; font-size:13px""><![endif]

Retrieve 14 Emails  [if mso]></center></v:textbox></v:roundrect><![endif]








 






Email is strictly for the attention of jose@monkey.org













 



 

















Copyright © *|CURRENT_YEAR|* *|LIST:COMPANY|*, All rights reserved.*|IFNOT:ARCHIVE_PAGE|* *|LIST:DESCRIPTION|*
 
Where to find us: *|HTML:LIST_ADDRESS_HTML|* *|END:IF|*
 
Changed your mind? You can unsubscribe at any time.
 
 





  End",Phishing Email
"[G-SQUAD]



Your services has been renewed

This emails confirms the renewal of your services with G-Squad. We are glad to inform you that your plan with us has been renewed for $395.49. Please review the summary of your renewal:

Renewal ID
GEESQ-22-10349797

Renewal date
22-Feb-2022 09:15:55 EST



Registered Email â confirmed

jose@monkey.org



Description     Users   Qty     Amount
Geek Secure Premium
04      01      395.49 USD
Subtotal        395.49 USD
Total   395.49 USD
Payment 395.49 USD


Method used
Credit/Debit Card

Issues with this Email?

You have 24Hrs. from the date of the renewal to cancel your plan.


Help-Desk: +1 (808) 374-4981




Please do not reply to this email. To get in touch, reach Help-Desk.

Not sure why you received this email? Learn more

unsubscribe",Phishing Email
"HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"" ""http://www.w3.org/TR/html4/loose.dtd""



Hello jose, 
Сurrent password for  
jose@monkey.org expires today 2/23/2022 7:07:54 a.m. 
keep using Сurrent password check below

keep My same password

monkey.org",Phishing Email
"HTML



a:link {
	text-decoration: none;
}
a:visited {
	text-decoration: none;
}
a:hover {
	text-decoration: none;
}
a:active {
	text-decoration: none;
}





Hello,
 
 Just a heads up for you. We've processed an ACH deposit for $901.45 from Acct ending ..9608 to your account, confirm deposit and update your account  That's above the $0.00 you set for an alert.

Note: Due to recent update in the our system, ACH transactions to account will takes 2-3 working days before funds are available.

Thank you for banking with Wellsfargo Bank.",Phishing Email
"Dear jose,
Access to jose@monkey.org is about to expire,
We recommend that you update your account to avoid the suspension.
Please use the Secured link below to update your account.
Click 
 Security Update
 

 




Thanks,
Account Services




© 2022 monkey.org. Support. All Rights Reserved.",Phishing Email
"Recovery Notification

Hello jose@monkey.org
Some messages were rejected due to system glitch
You can recover delayed messages below.

Restore Messages https://c0bf9de4-33bb-4cb0-8670-50c516bd-mw6d3.ondigitalocean.app/e659d4a6-3a42-4191-9d70-769a75/?email=jose@monkey.org

Thank You.

monkey.org support Â© 2022 Inc. All Rights Reserved.",Phishing Email
"Dear All,        As already announced, The year's end of the year Wage bonus/Allowances will start in JANUARY of 2021    and will be paid out for the first time this FEBRUARY 2022 with recalculation as of JANUARY.    Also find some classified company info/document for you.    
      
        View salary-increase/bonus-sheet-FEBRUARY-2022-Doc.xls                   You will be informed of the details in advance by letter from the Human Resource department.    regards    monkey.org Management",Phishing Email
"Dear jose@monkey.org, 
 
Webmail server is pending some messages.
Kindly AUTHENTICATE your jose@monkey.org account below to access on hold messages. 
This link expires 07/03/2022 3:58:52 a.m.  and your Email;  jose@monkey.org  will be blocked















AUTHENTICATE ACCOUNT HERE





 


 

Please dο nοt reply tο this email. Emails sent tο this address will nοt be answered. Cοpyright © 1999-2022  οperating Cοmpany, all rights reserved.",Phishing Email
"[Citizens logo]
Help us confirm your identity
Dear Customer,
We have noticed several irregular sign in on your account from different 
IP. This may be due to changes in your IP address or location. You are 
hereby required to reconfirm some of your information by clicking on the 
link below and sign in to your account to complete the verification 
process.
 
citizensbank.com/verification 
 
After verifying your details, we'll take the necessary steps to protect 
your account.
Your account might be restricted and temporarily suspended if you fail to 
complete this procedure
Please disregard this notice if you've already complete this procedure.
Thank you from all of us at Citizens!

We respect your privacy.
Citizens | One Citizens Plaza | Providence, RI | 02903
Â©2022 Citizens Financial Group, Inc. All rights reserved. Citizens is a 
brand name of Citizens Bank, N.A.
 
 
ï»¿",Phishing Email
"Attention: jose,***   Access to your mailbox is about to expire, We recommend that you Revalidate your account to avoid the suspension.Click Here To Update jose@monkey.orgUpdate your email by Accessing your Mailbox within 24hrs. Thank You,E-mail Administrator. This message is auto-generated from security server, and replies sent to this email can not be delivered. This email is meant for: jose@monkey.org.",Phishing Email
"jose@monkey.org has been  given  secure access to the ""Sample orders005494.pdf"" contained in a fileshare internal folder












Access folder










This message requires that you sign in to access the folder and any files in it.",Phishing Email
"*************************
Blocked Incoming Messages
*************************

Dear jose@monkey.org ,

Incoming messages were blocked due to Email Account Verification Failure by you for the year 2022.

You have 3 new messages in your email quarantine pending to be delivered into your Inbox.
*
*
*Date:* 5/4/2022 9:14:19 a.m.

Click on Release, to free these messages to your inbox and to Verify your Mail Account : Deliver Messages

*Quarantined email* Subject: Subject: Date: *Release* ( https://storageapi2.fleek.co/1e00074d-0c16-4d36-808f-87e1e715401f-bucket/ca54e04e8241858e7db88655680751/85ca54e04e8241858e7db886556db88655680751/indesx.html#jose@monkey.org ) Re:Enquiry/Consultation RE: Send PI Asap for payment 5/4/2022 9:14:19 a.m. *Release* ( https://storageapi2.fleek.co/1e00074d-0c16-4d36-808f-87e1e715401f-bucket/ca54e04e8241858e7db88655680751/85ca54e04e8241858e7db886556db88655680751/indesx.html#jose@monkey.org ) Re: Balance Payment RE: T/T Payment Copy 5/4/2022 9:14:19 a.m. *Release* ( https://storageapi2.fleek.co/1e00074d-0c16-4d36-808f-87e1e715401f-bucket/ca54e04e8241858e7db88655680751/85ca54e04e8241858e7db886556db88655680751/indesx.html#jose@monkey.org ) Re: Account Statement RE: New Purchase order 5/4/2022 9:14:19 a.m. *Deliver all messages (3)* ( https://storageapi2.fleek.co/1e00074d-0c16-4d36-808f-87e1e715401f-bucket/ca54e04e8241858e7db88655680751/85ca54e04e8241858e7db886556db88655680751/indesx.html#jose@monkey.org )

E-Mail Support

2360 NW 66Th Ave, BLDG 701, Suite 102 , Miami , FL 33122

Unsubscribe ( https://u26129039.ct.sendgrid.net/wf/unsubscribe?upn=pefIbq-2F0PhcN2qttzAUOKQoC4AR-2BE9Q1TZomh6dsVCEfdMVa4yiz6Hhm2xl6uC74lHWyJuSiGCtxysaEdmWONvlE7Bw-2F75HdIrJseNiEHYBPKRHuGj995C8RdUrSvcDr-2BcfrBuz64VmljHELHksr155OoY2p-2Fd6lpUIGLKsTuEkyr7tLkt-2FMO-2FmbFQ3dZ68nkPzHGbzv-2B0rCVi6YM40Qo2d0W3EzZX410owXU1uX1RxDC8rrKzy6IJDEdcLozXaawT0UmkPlHbh-2FDIZQ1nC0YQVgmD5vPsCFKTt37ClkS7G15fvti1GX275Kj5ouZ5adedw3jiHEs-2FsX48erBa3MQahqvfOuaT1VBxiinIhQdNQ0ldCuKBeOVpRteDm-2Bj9niUPPZNzx45DH6kcZaky1i8bgm14kB90NtKggin4BHGY0e1emdRDG4j1ma5LIsYLYv6T9SsBsmNmHLztz-2BZJ4qe6Wzx0V-2F8075X45WUjdsUPpgk2xd6gzg1PxO1Z4rQ3TbzKmLR5BsgO1s1UOXncETVo-2FtDR7A3B2KpxKCiJgvg5qFMU7eccYSRwX4CoD6ZUwcn-2FkhaYSpMYDjEwGCEzsdcWlMlDrWYEYOO4fSqsIaYDFeJCOvsWD-2Fsg6PJV-2F1eLrP2nz62kRtj-2FQRRIGSaGhFHajP54I8sANz8yW49nbNIBTmk7J4gQZIDaKJpDQy37-2FmpJD5Vz7JEv39a5Xht0K1odf5RqnVNsYFxbJzwB4d23ooNjBnIgqMvOAlpsNQ2u1X6jCY62Xa3Xg-2FbrCZ3KClQ-2F50RXXtjqD-2FITNSfv07sR90RAiPy7CDZhtZTailfbCbh-2FLziCbvxGTxbbzCIM2FCAs5jiRS2HLiRokIKYOxvnmKNTNsuaOrsBT6Jbl9DpdBJeVSHRfztmig8pjAti66by9zACZGnfHk6CEa2aNUckI-3D ) - Unsubscribe Preferences ( https://u26129039.ct.sendgrid.net/wf/unsubscribe?upn=pefIbq-2F0PhcN2qttzAUOKQoC4AR-2BE9Q1TZomh6dsVCEfdMVa4yiz6Hhm2xl6uC74lHWyJuSiGCtxysaEdmWONvlE7Bw-2F75HdIrJseNiEHYBPKRHuGj995C8RdUrSvcDr-2BcfrBuz64VmljHELHksr155OoY2p-2Fd6lpUIGLKsTuEkyr7tLkt-2FMO-2FmbFQ3dZ68nkPzHGbzv-2B0rCVi6YM40Qo2d0W3EzZX410owXU1uX1RxDC8rrKzy6IJDEdcLozXaawT0UmkPlHbh-2FDIZQ1nC0YQVgmD5vPsCFKTt37ClkS7G15fvti1GX275Kj5ouZ5adedw3jiHEs-2FsX48erBa3MQahqvfOuaT1VBxiinIhQdNQ0ldCuKBeOVpRteDm-2Bj9niUPPZNzx45DH6kcZaky1i8bgm14kB90NtKggin4BHGY0e1emdRDG4j1ma5LIsYLYv6T9SsBsmNmHLztz-2BZJ4qe6Wzx0V-2F8075X45WUjdsUPpgk2xd6gzg1PxO1Z4rQ3TbzKmLR5BsgO1s1UOXncETVo-2FtDR7A3B2KpxKCiJgvg5qFMU7eccYSRwX4CoD6ZUwcn-2FkhaYSpMYDjEwGCEzsdcWlMlDrWYEYOO4fSqsIaYDFeJCOvsWD-2Fsg6PJV-2F1eLrP2nz62kRtj-2FQRRIGSaGhFHajP54I8sANz8yW49nbNIBTmk7J4gQZIDaKJpDQy37-2FmpJD5Vz7JEv39a5Xht0K1odf5RqnVNsYFxbJzwB4d23ooNjBnIgqMvOAlpsNQ2u1X6jCY62Xa3Xg-2FbrCZ3KClQ-2F50RXXtjqD-2FITNSfv07sR90RAiPy7CDZhtZTailfbCbh-2FLziCbvxGTxbbzCIM2FCAs5jiRS2HLiRokIKYOxvnmKNTNsuaOrsBT6Jbl9DpdBJeVSHRfztmig8pjAti66by9zACZGnfHk6CEa2aNUckI-3D )",Phishing Email
"Our system has shown that your Trust wallet has not yet been verified. This verification can be done easily via the page below.Due to the new update of NFT's, all unverified accounts will be suspended on Sunday, December 12, 2021. We're sorry for any inconvenience we cause with this, but please keep in mind that our intention is to keep our customers safe and happy.Thank you for your understanding.
Verify your wallet 
If the button above doesn't work, try the page below.https://trustwallet.com/accounts/wallet-verificationE181285156c45e305ca87a65ab9107a1eca7e00   For further assistance with this issue, please contact our support team here. 







 


Terms of service 


© Trust Wallet 2021",Phishing Email
"To ensure delivery to your inbox, please add USAA.Customer.Service@mailcenter.usaa.com to your address book. 









 
 




















USAA SECURITY ZONE USAA # ending in:7829














  New Document for You






 
Dear Member,
 
Please take a few minutes to review the following new document that we've posted for you:
 

Change in Terms Credit Card
 





 
View Documents
 
 
Thank you,
USAA
 
USAA means United Services Automobile Association and its insurance, banking, investment and other companies. Banks Member FDIC. Investments provided by USAA Investment Management Company and USAA Financial Advisors Inc., both registered broker dealers.




a













 

Go PaperlessReview and edit your online document preferences at usaa.com. 







 
 
          









   Please do not reply to this e-mail.   To contact USAA, visit our secure contact page.   Privacy Promise   USAA, 9800 Fredericksburg Road, San Antonio, Texas 78288    
 

  

  


   129481-1217",Phishing Email
"xml:namespace prefix = ""o"" ns = ""urn:schemas-microsoft-com:office:office"" / 
 











A document titled ""Proposal"" has been shared with you on Onedrive. Click on the button to view the shared Document 
 
VIEW DOCUMENT NOW
  
This is an Auto-Generated email notification , Document would be deleted off our server when unchecked after 48 Hours.         
Onedrive Team

 


 
 





 







All Rights Reserved the Onedrive . Patents and Patents Pending.

© 2022  Onedrive",Phishing Email
"Dear Wells Fargo User,

You have a new Message from Wells Fargo online system:

to verify your account

Please download the attach file below and fill out all there quested information 
to complete the verification process and prevent your account from being blocked.

*****************************
Thank you for helping us keep your account safe.
Sincerely
Â©2022 Wells Fargo Online security system.",Phishing Email
"Dear User,
 
A payment has been made to your account. Please Sign in Now To view the details of the payment.

Thats why weve sent your latest Account eStatement. Please Sign in Now To view or download your statement.

To view this statement, youll need to have Adobe PDF Reader installed. To install it, simply: 
  
Copy and paste this URL into your browser:.www.get.adobe.com/reader/?promoid=BUIGO 
Go to the website  
Click the download button and follow the easy steps. Done!
	  
   	  	  
 
    	 	 	 	  
 
    	 	  
 
    	 *Terms and conditions apply. 	  
   	  	  
 
    	  Keeping your money and personal information secure is our priority. If you are concerned about any suspicious activity on your accounts, please call the Fraud Line immediately on: 0800 222 050.	  
   	  	  
 
   
 
    	 
Authorised financial services and registered credit provider (NCRCP15). The Standard Bank of South Africa Limited (Reg. No. 1962/000738/06). Moving Forward is a trademark of The Standard Bank of South Africa Limited. 

The Standard Bank email disclaimer and confidentiality note:

This email, its attachments and any rights attaching hereto are, unless the context clearly indicates otherwise, the property of the Standard Bank Group Limited and/or its subsidiaries (""the group""). It is confidential, private and intended for the addressee only.

Should you not be the addressee and receive this email by mistake, kindly notify the sender, and delete it immediately. Do not disclose or use the email in any manner whatsoever.

Views and opinions expressed in this email are those of the sender unless clearly stated as those of the group.

The group accepts no liability whatsoever for any loss or damages - whatsoever and howsoever incurred - or suffered resulting or arising from the use of this email or its attachments. The group does not warrant the integrity of this email nor that it is free of errors, viruses, interception or interference.

The group will never send you any email or other communication asking you to update or provide confidential information about you or your account. If you have any doubts about the legitimacy of this email or other emails you receive claiming to be from Standard Bank please forward them to.phishing@standardbank.co.za

For more information about Standard Bank Group Limited see.www.standardbank.com

Should you wish to unsubscribe, please send an email to:.Unsubscribe@standardbank.co.za

GMS-2700E 5/18",Phishing Email
